center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses01_surprise_22_A_015,Ses01_surprise_22_A_013,Ses01_surprise_22_B_014,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_surprise_22_A_016,Ses01_surprise_22_A_015,Ses01_surprise_22_B_014,Happiness,Neutral,Neutral,1,2,1,0,0
Ses01_surprise_22_A_022,Ses01_surprise_22_A_021,Ses01_surprise_22_B_020,Neutral,Happiness,Neutral,1,2,1,0,0
Ses01_surprise_22_A_024,Ses01_surprise_22_A_022,Ses01_surprise_22_B_023,Happiness,Neutral,Surprise,2,1,1,0,0
Ses01_surprise_22_A_029,Ses01_surprise_22_A_028,Ses01_surprise_22_B_023,Neutral,Fear,Surprise,1,6,1,0,0
Ses01_surprise_22_B_030,Ses01_surprise_22_B_023,Ses01_surprise_22_A_029,Neutral,Surprise,Neutral,7,1,1,0,0
Ses01_surprise_22_A_031,Ses01_surprise_22_A_029,Ses01_surprise_22_B_030,Happiness,Neutral,Neutral,2,1,1,0,0
Ses01_surprise_22_A_035,Ses01_surprise_22_A_033,Ses01_surprise_22_B_032,Happiness,Fear,Neutral,1,2,1,0,0
Ses01_surprise_22_A_037,Ses01_surprise_22_A_035,Ses01_surprise_22_B_036,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_surprise_22_A_038,Ses01_surprise_22_A_037,Ses01_surprise_22_B_036,Happiness,Neutral,Neutral,1,2,1,0,0
Ses01_surprise_22_B_040,Ses01_surprise_22_B_036,Ses01_surprise_22_A_039,Happiness,Neutral,Surprise,4,1,1,0,0
Ses01_surprise_22_A_047,Ses01_surprise_22_A_044,Ses01_surprise_22_B_046,Neutral,Surprise,Happiness,3,1,1,0,0
Ses01_surprise_22_B_050,Ses01_surprise_22_B_048,Ses01_surprise_22_A_049,Neutral,Surprise,Frustration,2,1,1,0,0
Ses01_surprise_22_A_053,Ses01_surprise_22_A_051,Ses01_surprise_22_B_050,Neutral,Frustration,Neutral,1,2,1,0,0
